Nome,Nota,Data,Genêros,Material Fonte,Tipo,Número de episódios,Classificação,Posicionamento no ranking,Posicionamento de popularidade,Número de membros,Favoritos,Foto,Sinopse
Gintama: Yorinuki Gintama-san on Theater 2D,8.42,"Aug 26, 2012","['Action', 'Comedy', 'Sci-Fi']",Manga,Movie,2,PG-13 - Teens 13 or older,#207,#3636,"48,722",45,https://myanimelist.net/images/anime/1172/90571.jpg,"Demonic Vice-Commander of the Shinsengumi, Toushirou Hijikata, acquires a cursed sword—one which completely rewrites his personality, morphing him from a hard-boiled, no-nonsense cop into a hopeless otaku. As he struggles to break the curse, an ambitious new member of the police force, Itou Kamotarou, seizes the opportunity to depose Hijikata in his bid for power within the organization. However, Itou's scheme is revealed to be more devious than anyone imagined, and the very existence of the Shinsengumi is thrown into peril.

In another time and place, the Yorozuya squad is suddenly greeted by a potential new recruit. Before them is a mysterious young woman named Pirako Doromizu who hides a penchant for extreme violence behind her smiling, enthusiastic exterior. However, unbeknownst to Gintoki and the others, Pirako has strong ties to one of the ruling figures of the Kabuki district of Edo, and her arrival sets off a chain reaction that throws the inhabitants of the district into a civil war.

[Written by MAL Rewrite]"
Kono Oto Tomare! Part 2,8.42,"Oct 6, 2019 to Dec 29, 2019",['Drama'],Manga,TV,13,PG-13 - Teens 13 or older,#208,#1374,"202,471","1,853",https://myanimelist.net/images/anime/1422/111621.jpg,"The Tokise High School Koto Club has courageously pushed through their fractured and unsynchronized performance at the Kanto Region Traditional Japanese Music Festival. Club members Chika Kudou, Satowa Houzuki, Takezou Kurata, Hiro Kurusu, Kouta Mizuhara, Saneyasu Adachi, and Michitaka Sakai are devastated to learn the negative results of their performance, leaving them crushed. Nonetheless, the group recognizes their potential and enthusiastically agree to collectively sharpen their skills, improve their flaws, and develop higher caliber playing to succeed in the upcoming national qualifiers in winter.

With the help of their now willing club advisor Suzuka Takinami, the group's goal gradually becomes achievable as they begin to grasp the foundations of good music and refine their koto-playing abilities, with the suggestion of performing more often to gain what they lack most—experience.

However, as their journey to nationals is underway, the koto club members face challenges that obstruct their focus and progress. Not only does the threat of other powerhouse schools and musicians remain, but the high school issues of budding romance and soon-to-be-graduating seniors also begin to push the limits of the determined group of teenagers and the future of the koto club.

[Written by MAL Rewrite]"
Koukaku Kidoutai: Stand Alone Complex,8.42,"Oct 1, 2002 to Oct 1, 2003","['Award Winning', 'Mystery', 'Sci-Fi']",Manga,TV,26,R - 17+ (violence & profanity),#209,#636,"423,670","8,997",https://myanimelist.net/images/anime/11/50857.jpg,"In the not so distant future, mankind has advanced to a state where complete body transplants from flesh to machine is possible. This allows for great increases in both physical and cybernetic prowess and blurring the lines between the two worlds. However, criminals can also make full use of such technology, leading to new and sometimes, very dangerous crimes. In response to such innovative new methods, the Japanese Government has established Section 9, an independently operating police unit which deals with such highly sensitive crimes.

Led by Daisuke Aramaki and Motoko Kusanagi, Section 9 deals with such crimes over the entire social spectrum, usually with success. However, when faced with a new A level hacker nicknamed ""The Laughing Man,"" the team is thrown into a dangerous cat and mouse game, following the hacker's trail as it leaves its mark on Japan.

[Written by MAL Rewrite]"
Natsume Yuujinchou Movie: Utsusemi ni Musubu,8.42,"Sep 29, 2018","['Slice of Life', 'Supernatural']",Manga,Movie,1,PG-13 - Teens 13 or older,#210,#2666,"83,892",228,https://myanimelist.net/images/anime/1250/94846.jpg,"Takashi Natsume and his spirit companion Madara, nicknamed ""Nyanko,"" continue returning the names of spirits from the Book of Friends given by his late grandmother Reiko Natsume.

On his way back from school one day, Takashi encounters a lurking spirit named Monmonbou, who recalls memories of Takashi's grandmother after hearing his name. Takashi's natural curiosity leads him to explore a mysterious town where his grandmother used to live. Befriending her old acquaintance Yorie Tsumura and Yorie's son Mukuo, Takashi unveils more of his grandmother's past.

In the meantime, Nyanko detours for food and stumbles upon a suspicious ""Spirit Seed,"" which miraculously sprouts into a fruit tree overnight. Giving in to temptation, Nyanko consumes the fruit, splitting him into three. Seeking a solution to Nyanko's predicament, Takashi and his friends lend a hand, unexpectedly uncovering more secrets the town holds in the process.

[Written by MAL Rewrite]"
Code Geass: Hangyaku no Lelouch R2,8.92,"Apr 6, 2008 to Sep 28, 2008","['Award Winning', 'Drama', 'Sci-Fi']",Original,TV,25,R - 17+ (violence & profanity),#22,#49,"1,948,153","81,073",https://myanimelist.net/images/anime/1088/135089.jpg,"One year has passed since the Black Rebellion, a failed uprising against the Holy Britannian Empire led by the masked vigilante Zero, who is now missing. At a loss without their revolutionary leader, Area 11's resistance group—the Black Knights—find themselves too powerless to combat the brutality inflicted upon the Elevens by Britannia, which has increased significantly in order to crush any hope of a future revolt. 

Lelouch Lamperouge, having lost all memory of his double life, is living peacefully alongside his friends as a high school student at Ashford Academy. His former partner C.C., unable to accept this turn of events, takes it upon herself to remind him of his past purpose, hoping that the mastermind Zero will rise once again to finish what he started.

[Written by MAL Rewrite]"
Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2,8.42,"Jan 6, 2021 to Mar 24, 2021","['Drama', 'Fantasy', 'Suspense']",Light novel,TV,12,R - 17+ (violence & profanity),#211,#173,"1,062,983","13,354",https://myanimelist.net/images/anime/1724/117421.jpg,"After a stern yet compelling speech by Otto Suwen, Subaru Natsuki solemnly swears that he will successfully make it through this timeline and save everyone he can along the way. The first step toward achieving this goal is to help Emilia work through her past; however, that is easier said than done. Feeling as if she has been lied to by everyone around her, it will be difficult for Emilia to trust anyone, even Subaru, her self-proclaimed knight.

Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2 presents the culmination of Subaru's experiences with the Sanctuary and its people, along with his unwillingness to give up hope on saving them.

[Written by MAL Rewrite]"
Saenai Heroine no Sodatekata Fine,8.42,"Oct 26, 2019","['Comedy', 'Romance']",Light novel,Movie,1,PG-13 - Teens 13 or older,#212,#1358,"204,596","2,786",https://myanimelist.net/images/anime/1671/111411.jpg,"With the second Winter Comiket just around the corner, Blessing Software has been vigorously producing its new game, ""How to Raise a Boring Girlfriend."" Despite Utaha Kasumigaoka and Eriri Spencer Sawamura leaving the circle, Megumi Katou and Tomoya Aki are hopeful that, by sticking to Tomoya's original vision for the game, their upcoming creation will exceed Blessing Software's previous installment.

With the addition of new members Iori and Izumi Hashima, development ensues—but not without its share of setbacks. Things rarely go as planned in the dating sim industry, with numerous obstacles forcing Tomoya to decide between helping his friends or completing the game. 

Saenai Heroine no Sodatekata Fine draws the series to a close as Tomoya selects his final route, both within his personal life and Blessing Software.

[Written by MAL Rewrite]"
Shingeki no Kyojin: Kuinaki Sentaku,8.42,"Dec 9, 2014 to Apr 9, 2015",['Action'],Visual novel,OVA,2,R - 17+ (violence & profanity),#213,#440,"563,074","2,032",https://myanimelist.net/images/anime/8/69497.jpg,"Many years before becoming the famed captain of the Survey Corps, a young Levi struggles to survive in the capital's garbage dump, the Underground. As the boss of his own criminal operation, Levi attempts to get by with meager earnings while aided by fellow criminals, Isabel Magnolia and Farlan Church. With little hope for the future, Levi accepts a deal from the anti-expedition faction leader Nicholas Lobov, who promises the trio citizenship aboveground if they are able to successfully assassinate Erwin Smith, a squad leader of the Survey Corps.

As Levi and Erwin cross paths, Erwin acknowledges Levi's agility and skill and gives him the option to either become part of the expedition team, or be turned over to the Military Police, to atone for his crimes. Now closer to the man they are tasked to kill, the group plans to complete their mission and save themselves from a grim demise in the dim recesses of their past home. However, they are about to learn that the surface world is not as liberating as they had thought and that sometimes, freedom can come at a heavy price.

Based on the popular spin-off manga of the same name, Shingeki no Kyojin: Kuinaki Sentaku illustrates the encounter between two of Shingeki no Kyojin's pivotal characters, as well as the events of the 23rd expedition beyond the walls.

[Written by MAL Rewrite]"
Spy x Family,8.42,"Apr 9, 2022 to Jun 25, 2022","['Action', 'Award Winning', 'Comedy']",Manga,TV,12,PG-13 - Teens 13 or older,#214,#56,"1,879,009","41,258",https://myanimelist.net/images/anime/1441/122795.jpg,"Corrupt politicians, frenzied nationalists, and other warmongering forces constantly jeopardize the thin veneer of peace between neighboring countries Ostania and Westalis. In spite of their plots, renowned spy and master of disguise ""Twilight"" fulfills dangerous missions one after another in the hope that no child will have to experience the horrors of war.

In the bustling Ostanian city of Berlint, Twilight dons the alias of ""Loid Forger,"" an esteemed psychiatrist. However, his true intention is to gather intelligence on prominent politician Donovan Desmond, who only appears rarely in public at his sons' school: the prestigious Eden Academy. Enlisting the help of unmarried city hall clerk Yor Briar to act as his wife and adopting the curious six-year-old orphan Anya as his daughter, Loid enacts his master plan. He will enroll Anya in Eden Academy, where Loid hopes she will excel and give him the opportunity to meet Donovan without arousing suspicion. 

Unfortunately for Loid, even a man of his talents has trouble playing the figure of a loving father and husband. And just like Loid is hiding his true identity, Yor—who is an underground assassin known as ""Thorn Princess""—and Anya—an esper who can read people's minds—have no plans to disclose their own secrets either. Although this picture-perfect family is founded on deception, the Forgers gradually come to understand that the love they share for one another trumps all else.

[Written by MAL Rewrite]"
Violet Evergarden Gaiden: Eien to Jidou Shuki Ningyou,8.42,"Sep 6, 2019",['Drama'],Light novel,Movie,1,PG-13 - Teens 13 or older,#215,#539,"480,732","1,735",https://myanimelist.net/images/anime/1667/112943.jpg,"Isabella, the daughter of the noble York family, is enrolled in an all-girls academy to be groomed into a dame worthy of nobility. However, she has given up on her future, seeing the prestigious school as nothing more than a prison from the outside world. Her family notices her struggling in her lessons and decides to hire Violet Evergarden to personally tutor her under the guise of a handmaiden. 

At first, Isabella treats Violet coldly. Violet seems to be able to do everything perfectly, leading Isabella to assume that she was born with a silver spoon. After some time together, Isabella begins to realize that Violet has had her own struggles and starts to open up to her. Isabella soon reveals that she has lost contact with her beloved younger sister, Taylor Bartlett, whom she yearns to see again. 

Having experienced the power of words through her past clientele, Violet asks if Isabella wishes to write a letter to Taylor. Will Violet be able to help Isabella convey her feelings to her long-lost sister?

[Written by MAL Rewrite]"
Dandadan 2nd Season,8.41,"Jul 4, 2025 to Sep 19, 2025","['Action', 'Comedy', 'Supernatural']",Manga,TV,12,R - 17+ (violence & profanity),#216,#465,"538,128","3,752",https://myanimelist.net/images/anime/1721/149001.jpg,"While the mission to exorcise Jin ""Jiji"" Enjouji's family home is underway, things are not going as expected. Momo Ayase narrowly evades an attempted abduction while Ken ""Okarun"" Takakura and Jiji are ambushed by the Kitou family—the unsettling landlords of the cursed estate. The trio's efforts threaten the foundation of this enigmatic town shrouded in legends and mysteries.

As Momo, Okarun, and Jiji are drawn deeper into the maze of folklore and supernatural entities, they must each utilize their unique powers if they want to survive and unravel the secrets of the uncanny town.

[Written by MAL Rewrite]"
Golden Kamuy: Saishuushou,8.41,"Jan 5, 2026 to Mar 30, 2026","['Action', 'Adventure']",Manga,TV,13,R - 17+ (violence & profanity),#217,#3345,"56,488",162,https://myanimelist.net/images/anime/1288/154763.jpg,"Ex-convict Keiji Ueji appears in Sapporo, causing all the different factions to travel to the city in hopes of obtaining part of the map to the Ainu gold that is tattooed on his skin. At the same time, a figure who appears to be a copycat of Jack the Ripper terrorizes the streets of Sapporo. Saichi Sugimoto, Asirpa, and Yoshitake Shiraishi—joined by Fusatarou ""Boutarou the Pirate"" Oosawa and Vasily Pavlichenko—temporarily ally themselves with Toshizou Hijikata, as his faction's motives are somewhat less disturbing than those of Seventh Division's First Lieutenant Tokushirou Tsurumi.

Asirpa attempts to collect all the information needed to tell apart the fake skins from the real ones, but she cannot decipher the map with certainty. Sugimoto swears never to part with Asirpa again, but the commotion around the serial killer allows for new betrayals and Tsurumi's plan for capturing Asirpa to advance. As the hunt for the gold nears its conclusion, the future of the Ainu rests in the hands of those who claim it first.

[Written by MAL Rewrite]"
Kamisama Hajimemashita: Kako-hen,8.41,"Aug 20, 2015 to Aug 19, 2016","['Comedy', 'Romance', 'Supernatural']",Manga,OVA,4,PG-13 - Teens 13 or older,#218,#1487,"184,885","1,121",https://myanimelist.net/images/anime/3/81250.jpg,"While playing in the snow one day at her shrine, the land god Nanami Momozono witnesses her familiar—the fox youkai Tomoe—collapse, with dark markings appearing on his body. Tomoe's former master, Lord Mikage, appears after his long absence and places Tomoe into a magical pocket mirror in order to stave off his ailment.

Mikage explains that long ago, before he and Tomoe had met, the fox youkai was in love with a human woman. Seeking to live as a human with his beloved, he made a deal with a fallen god, but he only ended up cursed and dying. When Mikage discovered Tomoe, the god made the youkai forget his human love as a quick solution. However, something has changed recently to reactivate the curse; Tomoe has fallen in love with his new human master, Nanami. Since there is no way to stop the curse, Nanami wants to stop Tomoe from getting cursed in the first place by traveling back through time, even if it means they may never meet. As Nanami travels back hundreds of years to save her precious familiar, she discovers that she is far more closely bonded to Tomoe than she previously thought.

[Written by MAL Rewrite]"
Karakai Jouzu no Takagi-san Movie,8.41,"Jun 10, 2022",['Romance'],Manga,Movie,1,PG-13 - Teens 13 or older,#219,#2457,"95,294",771,https://myanimelist.net/images/anime/1376/123398.jpg,"Takagi and Nishikata's final summer in junior high is about to begin, and it's already off to a heartwarming start! When the pair find an abandoned kitten, they decide to work together and take care of their adorable new companion until they can locate its missing mother.

(Source: Sentai Filmworks)"
Kimetsu no Yaiba,8.41,"Apr 6, 2019 to Sep 28, 2019","['Action', 'Award Winning', 'Supernatural']",Manga,TV,26,R - 17+ (violence & profanity),#220,#5,"3,432,064","94,986",https://myanimelist.net/images/anime/1286/99889.jpg,"Ever since the death of his father, the burden of supporting the family has fallen upon Tanjirou Kamado's shoulders. Though living impoverished on a remote mountain, the Kamado family are able to enjoy a relatively peaceful and happy life. One day, Tanjirou decides to go down to the local village to make a little money selling charcoal. On his way back, night falls, forcing Tanjirou to take shelter in the house of a strange man, who warns him of the existence of flesh-eating demons that lurk in the woods at night.

When he finally arrives back home the next day, he is met with a horrifying sight—his whole family has been slaughtered. Worse still, the sole survivor is his sister Nezuko, who has been turned into a bloodthirsty demon. Consumed by rage and hatred, Tanjirou swears to avenge his family and stay by his only remaining sibling. Alongside the mysterious group calling themselves the Demon Slayer Corps, Tanjirou will do whatever it takes to slay the demons and protect the remnants of his beloved sister's humanity.

[Written by MAL Rewrite]"
Kusuriya no Hitorigoto 2nd Season,8.91,"Jan 10, 2025 to Jul 4, 2025","['Drama', 'Mystery']",Light novel,TV,24,PG-13 - Teens 13 or older,#23,#527,"491,098","7,604",https://myanimelist.net/images/anime/1025/147458.jpg,"Using her wit and vast knowledge of medicines and poisons alike, Maomao played a pivotal role in solving a series of mysteries and conspiracies that plagued the imperial court. Having recently come to terms with the secrets of her parents, she returns to fulfill her normal duties on behalf of the emperor's highest-ranking consorts. Maomao also works alongside the eunuch Jinshi to better the consorts' many ladies-in-waiting, including helping them learn to read.

However, with the arrival of a merchant caravan comes a new wave of intrigue. A pattern of strange coincidences involving the visitors and their wares unsettles Maomao, driving her to investigate the puzzling circumstances behind the convoy. As dangers from both outside and within threaten the balance between the imperial concubines, Maomao continues to utilize her cunning and medical expertise to keep the women safe from harm.

[Written by MAL Rewrite]"
Mononoke,8.41,"Jul 13, 2007 to Sep 28, 2007","['Horror', 'Mystery', 'Supernatural', 'Suspense']",Original,TV,12,R - 17+ (violence & profanity),#221,#747,"366,422","9,251",https://myanimelist.net/images/anime/3/20713.jpg,"The ""Medicine Seller"" is a deadly and mysterious master of the occult who travels across feudal Japan in search of malevolent spirits called ""mononoke"" to slay. When he locates one of these spirits, he cannot simply kill it; he must first learn its Form, its Truth, and its Reason in order to wield the mighty Exorcism Sword and fight against it. He must begin  his strange exorcisms with intense psychological analysis and careful investigative work—an extremely dangerous step, as he must first confront and learn about the mononoke before he even has the means to defeat it.

The Medicine Seller's journey leads him to an old-fashioned inn where Shino, a pregnant woman, has finally found a place to rest. The owner has reluctantly placed her in the last vacant room; however, as she settles in, it quickly becomes clear that the room is infested by a lethal band of mononoke, the Zashiki Warashi. With his hunter's intuition, the Medicine Seller begins his investigation to discover the Form, the Truth, and the Reason before the Zashiki Warashi can kill again.

[Written by MAL Rewrite]"
Natsume Yuujinchou Roku Specials,8.41,"Sep 27, 2017 to Oct 25, 2017","['Slice of Life', 'Supernatural']",Manga,Special,2,PG-13 - Teens 13 or older,#222,#3441,"53,948",81,https://myanimelist.net/images/anime/10/87615.jpg,"Suzunaru no Kirikabu 
On a hot summer day, Takashi Natsume and his feline companion Madara take a walk to buy jelly. Suddenly a truck passes the two, running over an old, masked man who asks Natsume for help. The mysterious individual turns out to be a youkai, the spirit of the Suzunaru tree that was recently hit by lightning and cut down. As the tree withers away, the youkai requests Natsume to fulfill his one final wish: to bring him water every day until he draws his last breath.

Mugen no Kakera 
Tamami, a young schoolgirl, counts her steps through a forest, following instructions on a piece of paper. She stops to take a break and falls asleep but is awakened by an odd talking cat. Through meeting the cat and his human partner, Natsume, she learns that the forest has its own separate world from the contemporary, where one can see things otherwise invisible. Putting her trust in the duo, Tamami tells them about the story of how she helped a white owl that reappeared in her dreams to lead her back inside the bizarre forest.

[Written by MAL Rewrite]"
Saiki Kusuo no Ψ-nan,8.41,"Jul 4, 2016 to Dec 26, 2016",['Comedy'],Manga,TV,120,PG-13 - Teens 13 or older,#223,#131,"1,247,558","33,786",https://myanimelist.net/images/anime/1973/142750.jpg,"To the average person, psychic abilities might seem a blessing; for Kusuo Saiki, however, this could not be further from the truth. Gifted with a wide assortment of supernatural abilities ranging from telepathy to x-ray vision, he finds this so-called blessing to be nothing but a curse. As all the inconveniences his powers cause constantly pile up, all Kusuo aims for is an ordinary, hassle-free life—a life where ignorance is bliss.

Unfortunately, the life of a psychic is far from quiet. Though Kusuo tries to stay out of the spotlight by keeping his powers a secret from his classmates, he ends up inadvertently attracting the attention of many odd characters, such as the empty-headed Riki Nendou and the delusional Shun Kaidou. Forced to deal with the craziness of the people around him, Kusuo comes to learn that the ordinary life he has been striving for is a lot more difficult to achieve than expected.

[Written by MAL Rewrite]"
Saiki Kusuo no Ψ-nan 2,8.41,"Jan 17, 2018 to Jun 27, 2018",['Comedy'],Manga,TV,24,PG-13 - Teens 13 or older,#224,#326,"719,227","4,459",https://myanimelist.net/images/anime/1961/91383.jpg,"The disastrous life of the gifted psychic Kusuo Saiki continues, despite his utmost effort to live an ordinary life. Although he has certainly grown accustomed to dealing with his troublesome friends—who are his biggest hurdle to achieving a peaceful life—he still has a long way to go. Also joining the usual oddballs are a few new faces whose shenanigans add to Saiki's misery, making his dreams of a hassle-free life a distant fantasy.

[Written by MAL Rewrite]"
3-gatsu no Lion 2nd Season,8.90,"Oct 14, 2017 to Mar 31, 2018",['Drama'],Manga,TV,22,PG-13 - Teens 13 or older,#24,#611,"437,712","15,393",https://myanimelist.net/images/anime/3/88469.jpg,"Now in his second year of high school, Rei Kiriyama continues pushing through his struggles in the professional shogi world as well as his personal life. Surrounded by vibrant personalities at the shogi hall, the school club, and in the local community, his solitary shell slowly begins to crack. Among them are the three Kawamoto sisters—Akari, Hinata, and Momo—who forge an affectionate and familial bond with Rei. Through these ties, he realizes that everyone is burdened by their own emotional hardships and begins learning how to rely on others while supporting them in return. 

Nonetheless, the life of a professional is not easy. Between tournaments, championships, and title matches, the pressure mounts as Rei advances through the ranks and encounters incredibly skilled opponents. As he manages his relationships with those who have grown close to him, the shogi player continues to search for the reason he plays the game that defines his career.

[Written by MAL Rewrite]"
Gintama Movie 2: Kanketsu-hen - Yorozuya yo Eien Nare,8.89,"Jul 6, 2013","['Action', 'Comedy', 'Sci-Fi']",Manga,Movie,1,PG-13 - Teens 13 or older,#25,#1071,"262,178","2,155",https://myanimelist.net/images/anime/10/51723.jpg,"When Gintoki apprehends a movie pirate at a premiere, he checks the camera's footage and finds himself transported to a bleak, post-apocalyptic version of Edo, where a mysterious epidemic called the ""White Plague"" has ravished the world's population. It turns out that the movie pirate wasn't a pirate after all—it was an android time machine, and Gintoki has been hurtled five years into the future! Shinpachi and Kagura, his Yorozuya cohorts, have had a falling out and are now battle-hardened solo vigilantes and he himself has been missing for years, disappearing without a trace after scribbling a strange message in his journal.

Setting out in the disguise given to him by the android time machine, Gintoki haphazardly reunites the Yorozuya team to investigate the White Plague, and soon discovers that the key to saving the future lies in the darkness of his own past. Determined to confront a powerful foe, he makes an important discovery—with a ragtag band of friends and allies at his side, he doesn't have to fight alone.

[Written by MAL Rewrite]"
Monster,8.89,"Apr 7, 2004 to Sep 28, 2005","['Drama', 'Mystery', 'Suspense']",Manga,TV,74,R+ - Mild Nudity,#26,#118,"1,320,720","61,706",https://myanimelist.net/images/anime/10/18793.jpg,"Dr. Kenzou Tenma, an elite neurosurgeon recently engaged to his hospital director's daughter, is well on his way to ascending the hospital hierarchy. That is until one night, a seemingly small event changes Dr. Tenma's life forever. While preparing to perform surgery on someone, he gets a call from the hospital director telling him to switch patients and instead perform life-saving brain surgery on a famous performer. His fellow doctors, fiancée, and the hospital director applaud his accomplishment; but because of the switch, a poor immigrant worker is dead, causing Dr. Tenma to have a crisis of conscience.

So when a similar situation arises, Dr. Tenma stands his ground and chooses to perform surgery on the young boy Johan Liebert instead of the town's mayor. Unfortunately, this choice leads to serious ramifications for Dr. Tenma—losing his social standing being one of them. However, with the mysterious death of the director and two other doctors, Dr. Tenma's position is restored. With no evidence to convict him, he is released and goes on to attain the position of hospital director. 

Nine years later when Dr. Tenma saves the life of a criminal, his past comes back to haunt him—once again, he comes face to face with the monster he operated on. He must now embark on a quest of pursuit to make amends for the havoc spread by the one he saved.

[Written by MAL Rewrite]"
Gintama. Shirogane no Tamashii-hen - Kouhan-sen,8.88,"Jul 9, 2018 to Oct 8, 2018","['Action', 'Comedy', 'Sci-Fi']",Manga,TV,14,PG-13 - Teens 13 or older,#27,#1243,"225,637","1,096",https://myanimelist.net/images/anime/1776/96566.jpg,"Following the temporary retreat of the Altana Liberation Army from the Kabuki District, the state of the war has seemingly improved. However, as the Oniwaban, Shinsengumi, and residents of the district combat the army's remnants, Edo's greatest inventor Gengai Hiraga is abducted. Responsible for causing the enemy's withdrawal by rendering their weapons useless, Gengai's nanomachine virus is now at risk of being shut down.

Meanwhile, a laser capable of obliterating a planet is activated in Earth's orbit on the Liberation Army's mother ship. Another battle ensues when Shinsuke Takasugi and the rest of the Kiheitai arrive on the vessel to stop the weapon from firing. Forced to fight a war on two fronts, the Yorozuya and their allies must prevail on both sides to save Edo and the rest of the world.

[Written by MAL Rewrite]"
Owarimonogatari 2nd Season,8.86,"Aug 12, 2017 to Aug 13, 2017","['Comedy', 'Mystery', 'Supernatural']",Light novel,TV Special,7,R - 17+ (violence & profanity),#28,#614,"436,328","9,138",https://myanimelist.net/images/anime/6/87322.jpg,"Following an encounter with oddity specialist Izuko Gaen, third-year high school student Koyomi Araragi wakes up in a strange, deserted void only to be greeted by a joyfully familiar face in an alarmingly unfamiliar place.  

Araragi, with the help of his girlfriend Hitagi Senjougahara, maneuvers through the webs of his past and the perplexities of the present in search of answers. However, fate once again delivers him to the eccentric transfer student Ougi Oshino, who brings forth an unexpected proposal that may unearth the very foundation to which he is anchored. As Araragi peels back the layers of mystery surrounding an apparition, he discovers a truth not meant to be revealed.

[Written by MAL Rewrite]"
Shingeki no Kyojin: The Final Season - Kanketsu-hen,8.86,"Mar 4, 2023 to Nov 5, 2023","['Action', 'Drama', 'Suspense']",Manga,TV Special,2,R - 17+ (violence & profanity),#29,#250,"858,331","17,304",https://myanimelist.net/images/anime/1279/131078.jpg,"In the wake of Eren Yeager's cataclysmic actions, his friends and former enemies form an alliance against his genocidal rampage. Though once bitter foes, Armin Arlert, Mikasa Ackerman, and the remaining members of the Scout Regiment join forces with Reiner Braun and the survivors of the Marleyan military. Their meager united front sets out on a mission to stop Eren's wrath and—if possible—save their old comrade in the process.

As Eren pushes forward at any cost, he battles his own internal turmoil. Although he feels immense remorse over his horrific invasion, Eren believes he harbors noble intentions: he believes the path ahead is the only way to save his friends and, to a greater extent, his people.

The opposing battalions spiral toward an inevitable final clash that may claim the lives of millions. Though they face an army of monsters beyond anything they could have previously imagined, Mikasa, Armin, and their allies stand brave in the face of certain doom.

[Written by MAL Rewrite]"
Kusuriya no Hitorigoto,8.85,"Oct 22, 2023 to Mar 24, 2024","['Drama', 'Mystery']",Light novel,TV,24,PG-13 - Teens 13 or older,#30,#270,"825,296","27,775",https://myanimelist.net/images/anime/1708/138033.jpg,"Maomao, an apothecary's daughter, has been plucked from her peaceful life and sold to the lowest echelons of the imperial court. Now merely a maid, Maomao settles into her new mundane life and hides her extensive knowledge of medicine in order to avoid any unwanted attention.

Not long after Maomao's arrival, the emperor's infant children inexplicably begin to experience grave symptoms—almost as if a curse has been cast. The curious Maomao easily solves the mystery and, to remain out of the limelight, attempts to leave an anonymous tip. Unfortunately, the dashing and perceptive eunuch Jinshi sees through it and manages to single her out.

In recognition of her talent, Maomao is promoted to lady-in-waiting for the emperor's favorite concubine, Gyokuyou. As Maomao continues to remedy the numerous ailments afflicting the imperial court, her pharmaceutical expertise quickly proves indispensable.

[Written by MAL Rewrite]"
Chainsaw Man Movie: Reze-hen,9.08,"Sep 19, 2025","['Action', 'Fantasy']",Manga,Movie,1,R - 17+ (violence & profanity),#4,#588,"450,913","12,971",https://myanimelist.net/images/anime/1763/150638.jpg,"Despite the immediate challenges following becoming a devil hunter with the Public Safety Bureau, Denji has quickly adapted to his new life and responsibilities. As the chaos of Denji's first ordeal with Public Safety settles down, the elite devil hunter Makima decides to take Denji out on a date. Although the date strengthens his affection for Makima and he swears to not fall in love with anyone else, Denji soon finds himself in a tricky situation when he meets a seemingly innocent cafe worker named Reze.

With her forward and flirty demeanor, Reze immediately captures Denji's heart, driving him to frequent the cafe where she works and deepen his relationship with her. However, Denji is completely oblivious to the fact that meeting Reze might have grave consequences beyond simply deciding which woman his heart belongs to. 

[Written by MAL Rewrite]"
Kingdom 3rd Season,8.84,"Apr 6, 2020 to Oct 17, 2021",['Action'],Manga,TV,26,R - 17+ (violence & profanity),#31,#1951,"133,176","2,776",https://myanimelist.net/images/anime/1443/111830.jpg,"Following the successful Sanyou campaign, the Qin army, including 1,000-Man Commander Xin, inches ever closer to fulfilling King Ying Zheng's dream of unifying China. With a major geographical foothold in the state of Wei now under its control, Qin sets its sights eastward toward the remaining warring states.

Meanwhile Li Mu—an unparalleled strategist and the newly appointed prime minister of the state of Zhao—has taken advantage of Zhao's temporary truce with Qin to negotiate with the other states without interruption. Seemingly without warning, Ying Zheng receives news that armies from the states of Chu, Zhao, Wei, Han, Yan, and Qi have crossed into Qin territory. Realizing too late the purpose behind Li Mu's truce with Qin, Zheng quickly gathers his advisors to devise a plan to address the six-state coalition army on their doorstep. For the first time in history, the state of Qin faces complete destruction and must use every resource and strategy at their disposal to prevent themselves from being wiped off the map.

[Written by MAL Rewrite]"
Shingeki no Kyojin Movie: Kanketsu-hen - The Last Attack,8.83,"Nov 8, 2024","['Action', 'Drama', 'Suspense']",Manga,Movie,1,R - 17+ (violence & profanity),#32,#2633,"85,662",622,https://myanimelist.net/images/anime/1379/145452.jpg,A compilation movie for Shingeki no Kyojin: The Final Season - Kanketsu-hen.
Violet Evergarden Movie,8.83,"Sep 18, 2020","['Award Winning', 'Drama']",Light novel,Movie,1,PG-13 - Teens 13 or older,#33,#323,"724,792","9,773",https://myanimelist.net/images/anime/1825/110716.jpg,"Several years have passed since the end of The Great War. As the radio tower in Leidenschaftlich continues to be built, telephones will soon become more relevant, leading to a decline in demand for ""Auto Memory Dolls."" Even so, Violet Evergarden continues to rise in fame after her constant success with writing letters. However, sometimes the one thing you long for is the one thing that does not appear.

Violet Evergarden Movie follows Violet as she continues to comprehend the concept of emotion and the meaning of love. At the same time, she pursues a glimmer of hope that the man who once told her, ""I love you,"" may still be alive even after the many years that have passed.

[Written by MAL Rewrite]"
